,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,price,was_renovated_post90,has_basement,viewed,sale_month
16926,9523102040,2014-09-22,3,2,2260,5300,1.0,0.0,3,7,pre1950,98103,47.6756,-122.348,440000.0,0,1,0,9
15955,6414600321,2014-06-11,3,1,1160,8813,1.0,0.0,3,7,1950_to_1975,98125,47.7257,-122.329,317000.0,0,0,0,6
16584,7504000290,2014-05-22,4,2,3240,13978,1.0,0.0,3,9,1975_to_1997,98074,47.6298,-122.057,635700.0,0,1,0,5
15734,3342103281,2014-10-20,4,1,1160,20100,1.0,0.0,4,6,pre1950,98056,47.5175,-122.20100000000001,500000.0,0,1,0,10
3880,7740100015,2015-02-06,3,2,2840,16851,1.0,0.0,3,8,pre1950,98155,47.7458,-122.287,440000.0,0,1,1,2
19054,3276980120,2014-10-28,3,2,1820,9766,1.0,0.0,4,7,1975_to_1997,98031,47.397,-122.20299999999999,275000.0,0,1,0,10
17580,3720800115,2015-03-31,3,2,2340,5500,2.0,0.0,3,9,1975_to_1997,98102,47.6451,-122.319,982218.0,0,0,1,3
4934,302000545,2015-01-27,4,2,2710,22860,1.0,0.0,4,7,1950_to_1975,98001,47.3207,-122.266,359000.0,0,1,0,1
16785,868000305,2014-06-17,4,1,1120,7104,1.5,0.0,3,7,pre1950,98177,47.7055,-122.37200000000001,554000.0,0,0,0,6
20735,2856100935,2014-09-23,5,4,3740,5610,2.0,0.0,3,9,1997_to_2015,98117,47.6764,-122.39200000000001,1080000.0,0,1,0,9
11975,3374500240,2014-12-17,3,2,2470,7700,2.0,0.0,4,8,1975_to_1997,98031,47.4096,-122.17,365000.0,0,0,0,12
7746,2916200065,2015-01-15,3,2,1870,15685,1.0,0.0,3,7,pre1950,98133,47.723,-122.353,460000.0,0,1,0,1
16871,2025701060,2014-11-17,3,2,1370,7087,2.0,0.0,3,7,1975_to_1997,98038,47.3504,-122.035,264500.0,0,0,0,11
5235,31200020,2015-03-19,5,3,3050,8904,1.0,0.0,4,8,1950_to_1975,98040,47.5709,-122.214,1040000.0,0,1,0,3
10121,2324800350,2014-05-06,4,2,3740,32417,2.0,0.0,3,9,1997_to_2015,98053,47.6728,-122.012,860000.0,0,0,0,5
17272,9421500130,2014-06-16,5,2,2760,8015,1.0,0.0,4,8,1950_to_1975,98125,47.7255,-122.29700000000001,378000.0,0,1,0,6
2164,408100105,2014-11-03,3,1,800,5760,1.0,0.0,3,6,pre1950,98155,47.7505,-122.31700000000001,265000.0,0,0,0,11
2886,5029450850,2014-12-04,3,2,1420,6980,1.0,0.0,5,7,1975_to_1997,98023,47.2873,-122.367,205000.0,0,1,0,12
10109,9423800030,2014-11-18,3,1,1100,7470,1.0,0.0,4,5,pre1950,98065,47.5242,-121.831,250000.0,0,0,0,11
8714,349400100,2014-09-08,3,2,1480,7830,1.0,0.0,3,7,1975_to_1997,98022,47.1967,-121.99799999999999,237500.0,0,0,0,9
8708,2734100065,2014-06-12,5,2,2460,6846,1.5,0.0,5,7,pre1950,98108,47.5445,-122.321,445000.0,0,1,0,6
19114,5014000120,2014-06-17,3,1,980,7200,1.0,0.0,4,7,pre1950,98116,47.5718,-122.395,430000.0,0,0,0,6
14670,5253300173,2014-10-22,3,1,1160,8950,1.0,0.0,3,7,1950_to_1975,98133,47.7499,-122.338,294950.0,0,0,0,10
5666,2767700022,2015-01-13,3,3,1520,1500,3.0,0.0,3,7,1997_to_2015,98107,47.67,-122.389,500000.0,0,0,0,1
172,1999700045,2014-05-02,3,2,1340,7912,1.5,0.0,3,7,1950_to_1975,98133,47.7658,-122.339,313000.0,0,0,0,5
639,6379500640,2015-04-09,3,2,3000,5750,2.0,0.0,5,9,pre1950,98116,47.5821,-122.39,1120000.0,0,1,0,4
15108,9332800020,2014-07-15,4,2,2290,10409,2.0,0.0,3,8,1950_to_1975,98005,47.6351,-122.16799999999999,745000.0,0,0,0,7
3957,9828202215,2014-09-05,4,3,2160,4400,1.0,0.0,5,7,pre1950,98122,47.6163,-122.29299999999999,665000.0,0,1,0,9
20155,8562901100,2014-12-30,3,2,2430,5400,2.0,0.0,3,8,1997_to_2015,98074,47.6062,-122.057,550000.0,0,0,0,12
15186,9834200305,2015-02-10,3,1,1790,3876,1.5,0.0,5,7,pre1950,98144,47.575,-122.288,615000.0,0,1,0,2
5065,8861500080,2014-09-30,3,3,2810,12813,2.0,0.0,3,8,1975_to_1997,98052,47.6796,-122.11399999999999,607000.0,0,1,0,9
9335,3738900035,2014-08-25,2,1,860,8189,1.0,0.0,3,6,pre1950,98155,47.735,-122.306,298800.0,0,0,0,8
1548,5412100550,2014-12-08,4,3,2590,7213,2.0,0.0,3,8,1997_to_2015,98001,47.2609,-122.289,355000.0,0,0,0,12
7435,1785400780,2015-04-15,3,2,2120,18255,1.0,0.0,3,8,1975_to_1997,98074,47.6279,-122.037,550000.0,0,1,0,4
8684,6821100090,2015-04-09,4,2,1550,6000,1.0,0.0,5,7,pre1950,98199,47.6567,-122.399,557800.0,0,0,0,4
10932,2413300810,2014-09-23,4,2,1890,7616,1.0,0.0,4,8,1975_to_1997,98003,47.3275,-122.329,291000.0,0,1,0,9
14136,4058800925,2015-04-28,4,2,3160,6540,1.0,0.0,3,8,1950_to_1975,98178,47.5037,-122.24,452100.0,0,1,1,4
10024,1523560030,2015-03-25,4,2,2110,6069,2.0,0.0,3,9,1997_to_2015,98052,47.6374,-122.111,689000.0,0,0,0,3
1036,789000550,2015-04-13,3,2,1480,2200,2.0,0.0,3,7,1975_to_1997,98103,47.6969,-122.35,415000.0,0,0,0,4
18534,5560000540,2014-07-23,4,2,1200,8470,1.0,0.0,4,7,1950_to_1975,98023,47.3262,-122.338,223000.0,0,0,0,7
14419,4178501020,2015-01-05,3,2,1620,12482,1.0,0.0,4,7,1975_to_1997,98042,47.3584,-122.086,276750.0,0,1,0,1
13892,7214810150,2014-10-02,3,2,2120,9350,1.0,0.0,3,7,1975_to_1997,98072,47.7562,-122.145,428000.0,0,1,0,10
8919,7501000220,2014-06-20,4,2,3360,11548,2.0,0.0,3,9,1975_to_1997,98033,47.6534,-122.182,950000.0,0,0,0,6
20581,9376301111,2014-06-30,3,2,1220,1330,2.0,0.0,3,8,1997_to_2015,98117,47.6904,-122.37,457000.0,0,1,0,6
12729,5560000650,2014-12-02,3,1,1520,8450,1.0,0.0,2,6,1950_to_1975,98023,47.328,-122.337,135000.0,0,1,0,12
21266,7203150080,2014-12-16,4,2,2510,5436,2.0,0.0,3,8,1997_to_2015,98053,47.6894,-122.016,706000.0,0,0,0,12
8418,558100090,2015-03-12,5,3,2600,8160,2.0,0.0,3,8,1997_to_2015,98133,47.7348,-122.34,628000.0,0,0,0,3
9026,2597450120,2015-03-12,5,3,3280,12673,1.0,0.0,4,9,1975_to_1997,98006,47.5504,-122.146,965000.0,0,1,0,3
2486,6204200560,2014-07-23,3,2,1540,8011,1.0,0.0,3,7,1975_to_1997,98011,47.7342,-122.20200000000001,425000.0,0,0,0,7
9322,8731982250,2014-08-12,4,2,1670,8000,1.0,0.0,4,8,1950_to_1975,98023,47.3193,-122.383,268500.0,0,0,0,8
9582,1402950450,2015-04-15,4,2,2040,5472,2.0,0.0,3,8,1997_to_2015,98092,47.3337,-122.189,325000.0,0,0,0,4
16949,8035650500,2014-07-16,4,2,2160,6825,2.0,0.0,3,8,1975_to_1997,98031,47.4111,-122.2,325000.0,0,0,0,7
10713,5422560810,2014-07-14,2,2,1510,5319,2.0,0.0,4,8,1975_to_1997,98052,47.6647,-122.13,406500.0,0,0,0,7
12282,3205400240,2014-05-13,3,2,1090,7200,1.0,0.0,3,7,1950_to_1975,98034,47.7227,-122.179,345000.0,0,0,0,5
17083,1828000050,2014-05-14,4,3,1680,11180,1.0,0.0,4,7,1950_to_1975,98052,47.6557,-122.12700000000001,625000.0,0,0,0,5
20971,8559300120,2015-04-16,5,4,2815,5619,2.0,0.0,3,9,1997_to_2015,98055,47.4299,-122.20700000000001,477500.0,0,0,0,4
17609,822059059,2015-03-25,2,1,880,17743,1.0,0.0,4,5,1950_to_1975,98031,47.4115,-122.197,292500.0,0,0,0,3
8257,1402810150,2015-03-10,3,2,1160,10079,1.0,0.0,3,7,1975_to_1997,98019,47.7341,-121.976,315500.0,0,0,0,3
12467,3226059083,2014-06-26,3,2,2080,75794,1.0,0.0,3,7,1950_to_1975,98033,47.7018,-122.189,800000.0,0,0,0,6
18126,5706202070,2014-09-30,4,2,1560,12220,1.5,0.0,4,7,1950_to_1975,98027,47.5287,-122.053,511100.0,0,0,0,9
17873,8150100265,2014-11-18,2,1,620,4760,1.0,0.0,3,6,pre1950,98126,47.5292,-122.376,255000.0,0,0,0,11
2024,5347200160,2014-05-12,1,1,810,2451,1.0,0.0,5,7,pre1950,98126,47.5188,-122.376,235000.0,0,0,0,5
1872,6703100135,2015-01-16,3,2,1330,6768,1.0,0.0,4,7,1950_to_1975,98155,47.7366,-122.319,348000.0,0,0,0,1
354,9262800171,2015-03-24,4,2,1550,19800,1.0,0.0,4,7,1950_to_1975,98001,47.3117,-122.27,252000.0,0,1,0,3
5360,8691390280,2014-07-31,4,4,3080,5250,2.0,0.0,3,9,1997_to_2015,98075,47.5992,-121.97200000000001,775000.0,0,0,0,7
18511,5126300650,2015-02-25,3,2,2950,6545,2.0,0.0,3,8,1997_to_2015,98059,47.4828,-122.139,482000.0,0,0,0,2
16842,534000080,2014-06-11,2,1,720,6686,1.0,0.0,3,6,pre1950,98117,47.7003,-122.36200000000001,333000.0,0,0,0,6
5904,2923049421,2014-07-02,3,2,1920,7738,1.0,0.0,3,8,1950_to_1975,98148,47.4562,-122.33,250000.0,0,1,0,7
16997,8731950080,2015-02-19,4,2,2930,9840,1.0,0.0,4,8,1975_to_1997,98023,47.3103,-122.382,420000.0,0,1,0,2
12954,2325059101,2015-05-06,3,2,1430,12632,1.0,0.0,3,7,1950_to_1975,98008,47.6371,-122.12299999999999,487000.0,0,0,0,5
1164,3876200070,2015-05-08,3,3,1520,7500,1.0,0.0,3,7,1950_to_1975,98034,47.7276,-122.181,460000.0,0,1,0,5
19482,1775800750,2015-03-10,3,1,1150,12402,1.0,0.0,4,6,1950_to_1975,98072,47.7422,-122.09899999999999,344000.0,0,0,0,3
20262,9510860840,2014-05-15,4,2,3310,5404,2.0,0.0,3,9,1997_to_2015,98052,47.6635,-122.083,803100.0,0,0,0,5
16899,1592000050,2014-09-05,4,2,2370,9517,1.0,0.0,3,9,1975_to_1997,98074,47.6222,-122.03399999999999,655000.0,0,1,0,9
12760,6979900330,2015-03-25,4,2,2630,28298,2.0,0.0,3,8,1975_to_1997,98053,47.6314,-121.96799999999999,650000.0,0,0,0,3
17065,7446500010,2015-05-07,4,2,3070,9210,2.0,0.0,3,8,1997_to_2015,98011,47.7638,-122.196,664500.0,0,1,0,5
3127,7832800015,2015-02-26,3,1,1480,6750,1.0,0.0,3,7,1950_to_1975,98146,47.505,-122.366,250000.0,0,0,0,2
9694,7655900187,2015-02-05,5,2,1720,14040,1.0,0.0,4,8,1950_to_1975,98133,47.7365,-122.339,449000.0,0,1,0,2
8501,7882900120,2014-05-07,3,2,1920,9180,2.0,0.0,3,8,1975_to_1997,98055,47.4818,-122.23100000000001,230000.0,0,0,0,5
16228,8097000250,2015-01-30,4,3,2060,9138,1.0,0.0,3,8,1975_to_1997,98092,47.32100000000001,-122.185,323400.0,0,1,0,1
9383,2212200100,2014-10-22,4,2,2150,7670,1.0,0.0,5,7,1975_to_1997,98031,47.3942,-122.189,229950.0,0,1,0,10
18112,984210220,2014-12-03,3,2,1490,8005,1.0,0.0,3,7,1975_to_1997,98058,47.4359,-122.165,271500.0,0,1,0,12
7160,2159900020,2014-11-26,2,2,1510,2001,2.0,0.0,4,8,1975_to_1997,98007,47.6211,-122.15299999999999,445000.0,0,0,0,11
4354,4151800375,2014-12-04,2,1,960,6263,1.0,0.0,4,6,pre1950,98033,47.6646,-122.20200000000001,660000.0,0,0,1,12
18027,2771603990,2014-07-15,3,2,1880,4000,1.0,0.0,3,8,pre1950,98199,47.6375,-122.391,625000.0,0,1,1,7
17646,6848200325,2014-09-04,3,3,2240,3600,2.5,0.0,3,7,pre1950,98102,47.6244,-122.32600000000001,625000.0,0,1,0,9
15692,1235700073,2015-03-18,3,2,1700,12615,1.0,0.0,4,7,1975_to_1997,98033,47.6965,-122.197,660000.0,0,1,0,3
3587,3904901570,2015-03-20,3,2,1440,6232,2.0,0.0,3,7,1975_to_1997,98029,47.5658,-122.01799999999999,432250.0,0,0,0,3
14720,5460900120,2014-12-08,5,2,3320,11350,1.0,0.0,5,8,1950_to_1975,98040,47.5749,-122.213,989900.0,0,1,0,12
18139,6703700025,2014-11-05,3,2,1850,9655,1.0,0.0,3,7,1950_to_1975,98155,47.7358,-122.319,373000.0,0,1,0,11
12564,2787700580,2014-10-28,3,1,1250,7320,1.0,0.0,3,7,1950_to_1975,98059,47.5074,-122.163,309500.0,0,0,0,10
10962,6699930260,2015-03-20,4,2,3130,5240,2.0,0.0,3,8,1997_to_2015,98038,47.3446,-122.042,400000.0,0,0,0,3
13004,2560803085,2014-09-25,3,2,1510,10588,1.5,0.0,3,7,pre1950,98198,47.3775,-122.319,230000.0,0,0,0,9
19464,2397101460,2014-08-11,2,2,1313,3600,1.0,0.0,3,8,pre1950,98119,47.6369,-122.365,885000.0,1,0,0,8
10185,967000400,2015-04-28,5,2,1700,7200,1.5,0.0,3,7,pre1950,98011,47.7614,-122.20299999999999,548000.0,0,0,0,4
19368,3052700245,2015-03-25,4,2,2640,5000,2.0,0.0,3,7,pre1950,98117,47.678000000000004,-122.375,750000.0,0,1,0,3
324,7520000520,2014-09-05,2,1,1240,12092,1.0,0.0,3,6,pre1950,98146,47.4957,-122.352,232000.0,0,1,0,9
7890,3918400028,2014-10-21,3,2,1400,1320,3.0,0.0,3,8,1997_to_2015,98133,47.7147,-122.35600000000001,367000.0,0,0,1,10
5171,5437820020,2014-08-07,3,2,1580,7875,1.0,0.0,3,7,1975_to_1997,98022,47.1958,-122.00299999999999,195000.0,0,0,0,8
5648,7283900010,2015-02-23,3,1,1080,7000,1.0,0.0,4,6,pre1950,98133,47.7637,-122.351,350000.0,0,0,0,2
6743,3275750050,2015-03-20,4,2,2030,7140,1.0,0.0,4,7,1950_to_1975,98008,47.6244,-122.109,556300.0,0,1,0,3
7398,7852190290,2015-03-03,4,2,2870,6658,2.0,0.0,3,8,1997_to_2015,98065,47.5394,-121.87799999999999,564000.0,0,0,0,3
3209,3959400855,2014-08-20,4,3,2470,7200,1.0,0.0,5,7,pre1950,98108,47.5631,-122.31700000000001,525000.0,0,1,0,8
11267,241900160,2015-03-10,5,2,2740,5460,2.0,0.0,3,8,1997_to_2015,98031,47.4042,-122.204,370000.0,0,0,0,3
12097,4024101670,2014-12-04,3,2,1040,9997,1.0,0.0,4,7,1950_to_1975,98155,47.7583,-122.302,290000.0,0,0,0,12
19660,6181500340,2014-08-08,4,2,2575,4725,2.0,0.0,3,8,1997_to_2015,98001,47.3058,-122.277,359000.0,0,0,0,8
9484,4191400090,2015-03-10,4,2,1680,10500,2.0,0.0,3,7,1950_to_1975,98033,47.6806,-122.166,525000.0,0,0,0,3
21462,7853370100,2015-04-06,3,3,3230,5200,2.0,0.0,3,9,1997_to_2015,98065,47.519,-121.87799999999999,599832.0,0,1,0,4
4752,1250201680,2015-05-07,4,3,2320,5900,1.5,0.0,4,9,pre1950,98144,47.597,-122.292,934550.0,0,0,1,5
8879,3876312290,2014-11-21,3,2,1520,7252,1.0,0.0,3,7,1950_to_1975,98072,47.7358,-122.175,405000.0,0,1,0,11
11356,7212650990,2014-07-21,4,2,2410,7846,2.0,0.0,3,8,1975_to_1997,98003,47.2641,-122.31200000000001,334950.0,0,0,0,7
2379,8946750140,2015-04-30,3,2,1552,3600,2.0,0.0,3,7,1997_to_2015,98092,47.3198,-122.178,282000.0,0,0,0,4
18075,8691510150,2014-09-22,3,2,1900,5194,2.0,0.0,3,7,1997_to_2015,98058,47.4391,-122.117,343500.0,0,0,0,9
13890,3630060150,2015-04-01,3,2,2080,2625,2.0,0.0,3,8,1997_to_2015,98029,47.5469,-121.99700000000001,550000.0,0,0,0,4
16717,6380500151,2015-03-17,3,2,1370,7697,1.0,0.0,3,7,pre1950,98177,47.7153,-122.361,468000.0,0,0,0,3
12361,3584000400,2014-12-11,3,1,1340,10260,1.0,0.0,3,7,1950_to_1975,98003,47.3173,-122.31700000000001,172000.0,0,0,0,12
8021,9541600110,2015-04-30,3,2,3590,8400,1.0,0.0,3,9,1950_to_1975,98005,47.595,-122.17299999999999,1330000.0,1,1,0,4
18819,8001400300,2015-03-16,4,2,2130,9013,2.0,0.0,3,8,1975_to_1997,98001,47.3208,-122.273,310000.0,0,0,0,3
6658,3396830020,2014-10-09,3,2,1820,7500,2.0,0.0,3,8,1975_to_1997,98052,47.7155,-122.104,424000.0,0,0,0,10
19967,6371000100,2014-11-20,2,2,1330,1380,2.0,0.0,3,8,1997_to_2015,98116,47.577,-122.41,479000.0,0,1,0,11
13727,98020220,2014-10-30,4,2,3210,8938,2.0,0.0,3,10,1997_to_2015,98075,47.582,-121.971,750000.0,0,0,0,10
8177,510002506,2014-08-25,2,2,1170,1079,3.0,0.0,3,7,1997_to_2015,98103,47.6607,-122.333,459500.0,0,0,0,8
11620,2492200055,2014-07-08,3,2,1880,5752,1.0,0.0,4,7,pre1950,98126,47.5354,-122.37799999999999,412000.0,0,1,0,7
7857,3630060040,2014-09-11,2,1,1050,3088,1.0,0.0,3,7,1997_to_2015,98029,47.5471,-121.99600000000001,285000.0,0,0,0,9
4421,2222059064,2015-03-18,4,2,1870,22072,1.0,0.0,3,7,1950_to_1975,98042,47.3775,-122.165,285000.0,0,1,0,3
1101,3278604400,2014-06-02,2,2,1380,1073,2.0,0.0,3,7,1997_to_2015,98126,47.5462,-122.369,285000.0,0,1,0,6
18057,6392002550,2014-10-22,3,2,3400,10000,2.0,0.0,3,10,1975_to_1997,98115,47.6846,-122.28399999999999,970000.0,0,0,0,10
15391,3394100020,2014-11-20,4,2,3140,11049,2.0,0.0,3,10,1975_to_1997,98004,47.5817,-122.19200000000001,990000.0,0,0,0,11
8609,4077800088,2014-08-11,4,2,2070,7830,1.0,0.0,5,7,pre1950,98125,47.7058,-122.27799999999999,699950.0,0,1,1,8
8061,5317100530,2014-08-27,4,3,3050,6179,2.0,0.0,4,9,pre1950,98112,47.6253,-122.28399999999999,1480000.0,0,1,0,8
3250,9828702095,2014-09-25,1,1,790,2400,1.0,0.0,3,7,pre1950,98122,47.6178,-122.29899999999999,439000.0,0,0,0,9
12332,4140900270,2015-04-27,2,1,1140,23030,1.0,0.0,3,8,1975_to_1997,98028,47.7637,-122.266,160000.0,0,0,0,4
3557,1257201295,2014-07-08,2,1,1060,3040,1.0,0.0,3,7,pre1950,98103,47.6725,-122.329,480000.0,0,1,0,7
709,6055000310,2014-07-01,3,2,3660,39478,2.0,0.0,4,9,1975_to_1997,98022,47.2413,-121.97200000000001,530000.0,0,1,1,7
118,3454800060,2015-01-08,4,2,1570,9600,1.0,0.0,3,6,pre1950,98168,47.4965,-122.303,171800.0,0,0,0,1
10214,6909200335,2014-06-24,3,2,1430,2003,2.0,0.0,3,8,1975_to_1997,98144,47.5908,-122.292,457500.0,0,1,0,6
4598,7853230590,2014-10-29,4,2,2190,6578,2.0,0.0,3,7,1997_to_2015,98065,47.5305,-121.84700000000001,435000.0,0,0,0,10
2042,5315100806,2014-09-15,4,3,2720,11740,1.0,0.0,5,9,1950_to_1975,98040,47.5833,-122.242,940000.0,0,0,0,9
7419,2524000050,2014-12-12,3,4,4240,21578,2.0,0.0,3,10,1975_to_1997,98040,47.5614,-122.215,1390000.0,0,1,0,12
6130,3645500050,2014-05-14,3,2,2090,7640,1.0,0.0,3,7,1950_to_1975,98133,47.7369,-122.338,543000.0,1,1,0,5
14792,4370700065,2015-05-04,3,2,2850,6281,2.0,0.0,4,7,pre1950,98115,47.6911,-122.32600000000001,907500.0,0,1,1,5
16038,9521101315,2015-05-01,3,1,1310,5000,1.5,0.0,3,7,pre1950,98103,47.6624,-122.34700000000001,600000.0,0,0,0,5
5315,1443500305,2014-10-13,6,2,1560,7144,1.0,0.0,3,6,pre1950,98118,47.5335,-122.272,194990.0,0,1,0,10
21381,6021503698,2014-05-29,2,2,1000,905,3.0,0.0,3,8,1997_to_2015,98117,47.6842,-122.387,305000.0,0,0,0,5
14457,7558800620,2014-08-22,2,2,1550,7764,1.0,1.0,4,8,1950_to_1975,98070,47.358000000000004,-122.446,600000.0,0,0,1,8
13419,6187100360,2015-04-27,3,2,1700,9600,2.0,0.0,3,7,1975_to_1997,98042,47.39,-122.15799999999999,294000.0,0,0,0,4
16365,9150100020,2015-02-11,3,1,1380,7282,1.5,0.0,5,6,pre1950,98002,47.3006,-122.223,189000.0,0,0,0,2
6606,9482700080,2014-10-13,3,2,1516,2897,1.0,0.0,3,7,pre1950,98103,47.6842,-122.34100000000001,575575.0,0,1,0,10
12873,526059199,2014-10-22,3,2,1890,16001,1.5,0.0,4,7,pre1950,98011,47.7663,-122.20100000000001,398000.0,0,0,0,10
20480,2428100100,2014-11-17,4,3,2760,5670,2.0,0.0,3,10,1997_to_2015,98075,47.5819,-122.04700000000001,847093.0,0,0,0,11
5003,1870400635,2015-03-11,4,2,2360,4750,2.0,0.0,5,7,pre1950,98115,47.6729,-122.29299999999999,805000.0,0,1,0,3
6523,7844200050,2014-05-22,5,2,2000,7900,1.0,0.0,4,7,1975_to_1997,98188,47.4291,-122.292,330000.0,0,1,0,5
9573,2767704055,2014-06-09,2,1,800,5000,1.0,0.0,3,7,pre1950,98107,47.6751,-122.37200000000001,435000.0,0,0,0,6
15644,9542830480,2015-05-04,3,2,2090,3821,2.0,0.0,3,7,1997_to_2015,98038,47.3655,-122.01700000000001,355900.0,0,0,0,5
4273,1761100300,2014-10-30,3,2,1230,7200,1.0,0.0,3,7,1975_to_1997,98023,47.2881,-122.363,220000.0,0,0,0,10
5739,1937300280,2014-10-30,2,1,1270,3700,1.5,0.0,3,7,pre1950,98144,47.5949,-122.307,404500.0,0,0,0,10
19849,1772600510,2014-06-20,3,2,2440,4800,2.0,0.0,3,10,1997_to_2015,98106,47.5595,-122.365,625000.0,0,0,0,6
14475,2770601530,2014-08-26,2,2,1570,1269,2.0,0.0,3,9,1997_to_2015,98199,47.6514,-122.385,500000.0,0,1,0,8
5470,2013300050,2014-07-11,3,2,1680,19978,1.0,0.0,3,6,pre1950,98198,47.3924,-122.30799999999999,258000.0,0,1,0,7
5816,1934800086,2014-11-20,2,2,1560,1222,2.0,0.0,3,8,1997_to_2015,98122,47.604,-122.307,435000.0,0,1,0,11
9350,2473411240,2015-03-24,4,2,1740,7208,1.5,0.0,3,8,1975_to_1997,98058,47.4483,-122.13,329950.0,0,0,0,3
16196,1236300307,2014-09-05,3,2,1700,8800,1.0,0.0,5,7,1950_to_1975,98033,47.6863,-122.189,565000.0,0,1,0,9
87,3342103156,2014-06-18,3,3,2770,6278,2.0,0.0,3,9,1997_to_2015,98056,47.5228,-122.199,461000.0,0,1,0,6
7630,3268000040,2014-06-28,3,1,1200,9087,1.0,0.0,5,7,1950_to_1975,98056,47.5234,-122.177,339900.0,0,0,0,6
4163,2474400300,2015-05-06,4,2,1920,7277,2.0,0.0,4,8,1975_to_1997,98031,47.4058,-122.19200000000001,320000.0,0,0,0,5
3382,9290850740,2014-06-18,4,2,4270,43386,1.0,0.0,3,10,1975_to_1997,98053,47.6915,-122.053,975000.0,0,1,0,6
10917,4024100496,2014-07-16,3,2,1520,12282,1.0,0.0,3,8,1975_to_1997,98155,47.7516,-122.29899999999999,360000.0,0,1,0,7
13180,1442860120,2014-12-05,4,3,2250,12142,2.0,0.0,3,8,1975_to_1997,98058,47.4338,-122.16,363000.0,0,0,0,12
4911,1972200660,2015-04-15,2,2,1120,1201,3.0,0.0,3,8,1997_to_2015,98103,47.6524,-122.353,465000.0,0,0,0,4
11542,1722800860,2015-03-09,3,3,2220,5000,2.0,0.0,3,7,1975_to_1997,98108,47.5515,-122.324,400000.0,0,0,0,3
11422,109200390,2014-10-20,3,2,1480,3900,1.0,0.0,4,7,1975_to_1997,98023,47.2977,-122.367,250000.0,0,0,0,10
9365,7549801395,2014-11-13,4,2,1420,6720,1.5,0.0,3,7,pre1950,98108,47.5518,-122.311,349950.0,0,0,0,11
2765,7283900045,2015-04-28,3,2,2160,6288,2.0,0.0,3,8,1975_to_1997,98133,47.7655,-122.35,549950.0,0,0,0,4
6378,8682260470,2014-06-19,2,2,1440,4225,1.0,0.0,3,8,1997_to_2015,98053,47.7143,-122.03200000000001,437000.0,0,0,0,6
2241,6620400631,2014-07-09,4,2,1880,8800,1.0,0.0,3,7,1950_to_1975,98168,47.5137,-122.333,284000.0,0,1,0,7
16764,2742100250,2014-07-20,4,4,3820,17745,2.0,0.0,3,8,1950_to_1975,98108,47.556999999999995,-122.295,550000.0,0,1,1,7
3483,5647900930,2014-12-15,3,1,1070,22489,1.0,0.0,3,7,1950_to_1975,98001,47.3278,-122.262,195000.0,0,0,0,12
14744,2922700155,2014-11-25,4,2,2000,4700,1.5,0.0,4,7,pre1950,98117,47.6902,-122.368,530000.0,0,1,0,11
15053,6139100101,2015-05-05,4,2,1580,7300,1.0,0.0,4,7,1950_to_1975,98155,47.7598,-122.32799999999999,405100.0,0,0,0,5
3539,7968200090,2014-08-19,4,2,2210,7214,2.0,0.0,3,8,1997_to_2015,98003,47.3554,-122.29799999999999,335000.0,0,0,0,8
6310,4027701253,2014-08-13,4,2,1990,30083,2.0,0.0,3,8,1997_to_2015,98155,47.7678,-122.272,470000.0,0,0,0,8
9219,7558750120,2015-03-10,3,2,2190,8188,2.0,0.0,3,8,1975_to_1997,98052,47.6883,-122.113,580000.0,0,1,0,3
10397,623049185,2014-07-02,5,1,1590,6700,1.5,0.0,3,6,pre1950,98146,47.5075,-122.35,185000.0,0,1,0,7
11995,3275300270,2014-07-08,3,2,1140,10400,1.0,0.0,4,7,1975_to_1997,98003,47.2598,-122.311,250000.0,0,0,0,7
2436,824059277,2014-12-15,3,4,2600,11920,2.0,0.0,5,8,1950_to_1975,98004,47.582,-122.194,985000.0,0,0,0,12
4689,7348200195,2014-12-09,3,1,990,12696,1.5,0.0,3,7,pre1950,98168,47.4776,-122.279,173250.0,0,0,0,12
2594,8056000075,2014-05-21,2,2,1890,9466,2.0,0.0,3,8,1975_to_1997,98004,47.6144,-122.211,1070000.0,0,0,0,5
20522,2722069077,2015-04-09,3,2,2075,39553,1.0,0.0,3,7,1997_to_2015,98038,47.3601,-122.03200000000001,430000.0,0,0,0,4
9470,1443500385,2014-05-13,2,1,910,6232,1.0,0.0,3,6,pre1950,98118,47.5328,-122.272,155000.0,0,0,0,5
15608,9274202005,2014-07-02,4,2,2430,4748,1.5,0.0,3,8,pre1950,98116,47.5904,-122.389,723000.0,0,1,0,7
6856,5605000595,2014-12-09,6,2,2770,5854,1.5,0.0,3,8,pre1950,98112,47.6466,-122.304,685000.0,0,1,0,12
19792,3278604510,2014-06-25,3,2,1800,2790,2.0,0.0,3,8,1997_to_2015,98126,47.5455,-122.37100000000001,364000.0,0,0,0,6
17411,480000170,2014-06-27,2,1,1500,3420,1.0,0.0,3,7,pre1950,98103,47.661,-122.338,480000.0,0,0,0,6
6654,2570300130,2015-03-17,4,2,2150,10098,1.0,0.0,3,7,1950_to_1975,98034,47.7166,-122.20100000000001,414999.0,0,1,0,3
14266,2201500555,2014-09-29,3,1,1420,10980,1.0,0.0,4,7,1950_to_1975,98006,47.574,-122.13799999999999,385000.0,0,1,0,9
